Species,Owner,Country.of.Origin,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Month,Grading.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration.Month,Expiration.Year,Certification.Body
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,770,nariño,Jose Albeiro gomez,275,70,Almacafé,2017,June,2017,Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,83.83,0,1,0,Green,6,June,2018,Almacafé
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,275,70,Almacafé,2016,March,2017,Caturra,,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,83.83,0,1,2,Green,0,March,2018,Almacafé
Arabica,"CECA, S.A.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69,Specialty Coffee Association of Costa Rica,2015,June,2016,Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,83.83,0,0,0,Blue-Green,0,June,2017,Specialty Coffee Association of Costa Rica
Arabica,Juan Luis Alvarado Romero,Guatemala,"siembras vision, s.a.",1500,antigua,FINCA MEDINA,100,69,Asociacion Nacional Del Café,2016,May,2016,Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,83.83,0.11,0,7,Green,6,May,2017,Asociacion Nacional Del Café
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,1200,台灣,鄭虞坪,167,30,Blossom Valley International,2016,February,2016,,,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,83.83,0,0,0,,0,February,2017,Blossom Valley International
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2,Brazil Specialty Coffee Association,2015,October,2015,Yellow Bourbon,Natural / Dry,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,83.83,0,0,0,Green,0,October,2016,Brazil Specialty Coffee Association
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,525,"dongshan dist., tainan city 臺南市東山區",ZENG JIAN NAN 曾建男,8,18,Specialty Coffee Association,2014,April,2015,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,83.83,0,0,0,Green,1,April,2016,Specialty Coffee Association
Arabica,yasmin Cofffee Plantation Plc,Ethiopia,yasmin coffee plantation plc,1677,oromia,Sumeya Yasin,320,60,METAD Agricultural Development plc,2014,March,2015,,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,83.83,0.12,0,0,Green,4,March,2016,METAD Agricultural Development plc
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1200,south of minas,Ipanema Agrícola SA,300,2,Specialty Coffee Association,2014,October,2014,Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,83.83,0,0,0,Green,1,October,2015,Specialty Coffee Association
Arabica,Eric Thormaehlen,Costa Rica,coricafe s.a.,1300,central valley,VARIOS,250,1,Specialty Coffee Association of Costa Rica,2013,June,2014,Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,83.83,0.1,0,0,Green,3,June,2015,Specialty Coffee Association of Costa Rica
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,oriente,AMILCAR LAPOLA,250,69,Asociacion Nacional Del Café,2014,May,2014,Bourbon,Washed / Wet,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,83.83,0.1,0,0,Green,1,May,2015,Asociacion Nacional Del Café
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,320,60,Specialty Coffee Association,2013,December,2013,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,83.83,0.1,0,0,Green,0,December,2014,Specialty Coffee Association
Arabica,Garet Alban,Ecuador,sultana del cafe inc.,800,"province of manabi, ecuador",,1,5,Specialty Coffee Association,2013,October,2013,,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,83.83,0.09,0,0,Bluish-Green,0,October,2014,Specialty Coffee Association
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,,250,70,Almacafé,2013,September,2013,Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,83.83,0.11,0,0,Green,1,September,2014,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,April,2013,Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,83.83,0.11,0,0,Green,3,April,2014,Asociacion Nacional Del Café
Arabica,FILEMON MENDOZA CAMPOS,Mexico,,1218,petatlan,FILEMON MENDOZA CAMPOS,20,1,AMECAFE,2012,July,2012,Bourbon,Natural / Dry,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,83.83,0.1,0,0,Green,2,July,2013,AMECAFE
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1300,"la concordia, chiapas",ERNST POHLENZ AGUILAR,250,1,AMECAFE,2012,June,2012,Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,83.83,0.11,0,0,,4,June,2013,AMECAFE
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1250,carmo de minas,Nazareth Dias Pereira,300,1,NUCOFFEE,2011,December,2011,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,83.83,0.12,0,0,Green,3,December,2012,NUCOFFEE
Arabica,Doi Chaang Coffee Company,Thailand,,1500,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,175,50,Specialty Coffee Association,2011,September,2011,,,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,83.83,0.02,0,0,,2,September,2012,Specialty Coffee Association
Arabica,Doi Tung Development Project,Thailand,,,,,1,60,Specialty Coffee Association,2011,August,2011,,,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,83.83,0.01,0,0,,0,August,2012,Specialty Coffee Association
Arabica,Ethiopia Commodity Exchange,Ethiopia,,,sidamo,Contact name | ATO Teshome Belamo,300,6,Ethiopia Commodity Exchange,2010,June,2010,,,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,83.83,0.1,0,0,,3,June,2011,Ethiopia Commodity Exchange
Arabica,Kennedy Macharia,Kenya,taylor winch (coffee) ltd,1800,nyeri,KAROGOTO,200,60,Kenya Coffee Traders Association,,January,2018,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,83.75,0.11,0,0,Green,2,January,2019,Kenya Coffee Traders Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60,Brazil Specialty Coffee Association,2017,October,2017,Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,83.75,0.11,0,0,Green,5,October,2018,Brazil Specialty Coffee Association
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,275,70,Almacafé,2017,September,2017,Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,83.75,0.11,0,0,Green,1,September,2018,Almacafé
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,750,"台南市東山區 (dongshan dist., tainan city)",曾如楓 & 郭俊宏 (Tseng Ju Feng & Kuo Jun Hong),10,10,Specialty Coffee Association,2016,June,2017,Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,83.75,0,0,0,Green,0,June,2018,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,275,70,Almacafé,2016,February,2017,,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,83.75,0,1,0,Green,4,February,2018,Almacafé
Arabica,Yunnan Coffee Exchange,China,yunnan coffee exchange,1650,yunnan,Pu’er Specialty Coffee Cupping Center,3,60,Yunnan Coffee Exchange,2015,April,2016,Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,83.75,0.1,0,1,Green,2,April,2017,Yunnan Coffee Exchange
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,442,huila,FRANKLIN DUSSAN,250,70,Almacafé,2015,November,2015,Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,83.75,0,0,0,Green,0,November,2016,Almacafé
Arabica,Nile Highland Arabica Coffee Farmers,Uganda,nile highlands arabica coffee farmers,1400,west nile,Nile Highland Arabica Coffee Farmers,320,60,Uganda Coffee Development Authority,2013,June,2014,Bourbon,Natural / Dry,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,83.75,0.12,0,0,Green,0,June,2015,Uganda Coffee Development Authority
Arabica,German Negron,United States (Puerto Rico),"hacienda alto grande, llc.",853,yauco region,Hacienda Alto Grande,18,5,Specialty Coffee Association,2013,June,2014,Other,Washed / Wet,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,83.75,0.12,0,0,Green,1,June,2015,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,La Plata,100,70,Almacafé,2014,February,2014,Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,83.75,0,0,0,Green,5,February,2015,Almacafé
Arabica,Olam Agro Colombia,Colombia,olam international ltd,1550,huila,,250,70,Almacafé,2014,January,2014,Other,Washed / Wet,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,83.75,0,0,0,Green,3,January,2015,Almacafé
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,,250,70,Almacafé,2013,November,2013,Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,83.75,0,0,0,Blue-Green,1,November,2014,Almacafé
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,,275,70,Almacafé,2013,August,2013,Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,83.75,0.11,0,0,Green,3,August,2014,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),kona pacific farmers cooperative,,kona,,12,100,Specialty Coffee Association,2013,May,2013,Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,83.75,0,0,0,Bluish-Green,0,May,2014,Specialty Coffee Association
Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,,700,"huazalingo, hidalgo","MARTINEZ MAGDALENA, AGAPITA",10,1,AMECAFE,2012,September,2012,Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,83.75,0.13,5,0,None,5,September,2013,AMECAFE
Arabica,The Coffee Source Inc.,Guatemala,the coffee source inc.,1300,quetzaltenango,Several producres,250,3,Specialty Coffee Association,2012,May,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,83.75,0.11,0,0,Bluish-Green,1,May,2013,Specialty Coffee Association
Arabica,CARCAFE LTDA CI,Colombia,,1600,cauca,Carlos Peneche/Jesus Peneche/Flor Chacón,275,70,Almacafé,2011,April,2011,,,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,83.75,0.1,0,0,,1,April,2012,Almacafé
Arabica,Exportadora de Cafe Condor S.A,Colombia,,1600,cundinamarca,,250,70,Almacafé,2010,February,2011,,,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,83.75,0.06,0,0,,1,February,2012,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,4,1,Specialty Coffee Association,,June,2010,,,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,7.75,83.75,0,0,0,,0,June,2011,Specialty Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60,Brazil Specialty Coffee Association,2017,October,2017,Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,83.67,0.11,0,0,Green,2,October,2018,Brazil Specialty Coffee Association
Arabica,Kennedy Macharia,Kenya,taylor winch (coffee) ltd,1700,meru county,NCHOROIBORO / KIRIANI FACTORY,200,60,Kenya Coffee Traders Association,2017,September,2017,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,83.67,0.11,0,0,Bluish-Green,0,September,2018,Kenya Coffee Traders Association
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1400,comayagua,Reinerio Zepeda,285,69,Instituto Hondureño del Café,2016,May,2017,Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,83.67,0.1,0,0,Green,2,May,2018,Instituto Hondureño del Café
Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,275,69,Instituto Hondureño del Café,2016,May,2017,Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,83.67,0.1,0,0,Green,3,May,2018,Instituto Hondureño del Café
Arabica,Ipanema Coffees,Brazil,ipanema coffees,934,south of minas,Ipanema Agricola,320,60,Brazil Specialty Coffee Association,2016,August,2016,Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,83.67,0.11,0,2,Green,3,August,2017,Brazil Specialty Coffee Association
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county","FANG,ZHENG-LUN 方政倫",20,50,Specialty Coffee Association,2015,May,2016,Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,83.67,0.1,0,0,Bluish-Green,0,May,2017,Specialty Coffee Association
Arabica,"CECA, S.A.",Costa Rica,"ceca,s.a.",1350,west valley,,275,69,Specialty Coffee Association of Costa Rica,,March,2016,,,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,83.67,0.11,0,0,Blue-Green,1,March,2017,Specialty Coffee Association of Costa Rica
Arabica,Doi Tung Development Project,Thailand,doi tung development project,801,thailand,Doi Tung Development Project,1,1,Specialty Coffee Association,2014,June,2015,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,83.67,0.12,0,0,Bluish-Green,0,June,2016,Specialty Coffee Association
Arabica,Rob Stephen,Colombia,olam specialty coffee,1625,huila,Agrotello Coop,100,2,Specialty Coffee Association,2014,November,2014,Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,83.67,0.11,0,0,,4,November,2015,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,exportcafe,1357,huehuetenango,FRANCISCO LUIS MARTINEZ LOPEZ,275,69,Asociacion Nacional Del Café,2014,February,2014,Bourbon,Washed / Wet,8,7.5,7.33,8,8,8,9.33,10,10,7.5,83.67,0.1,0,0,Green,0,February,2015,Asociacion Nacional Del Café
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila supremo,,250,70,Almacafé,2013,October,2013,Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,83.67,0,0,0,Green,3,October,2014,Almacafé
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1900,huila,Huila,250,70,Almacafé,2013,August,2013,Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,83.67,0,0,0,Green,1,August,2014,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,"AGRICOLA MONTE VERDE, S.A.",250,69,Asociacion Nacional Del Café,2013,May,2013,Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,83.67,0.12,1,0,Green,3,May,2014,Asociacion Nacional Del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,February,2013,Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,83.67,0.11,0,0,Green,2,February,2014,Asociacion Nacional Del Café
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,,250,70,Almacafé,2012,November,2012,Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,83.67,0.11,0,0,Green,1,November,2013,Almacafé
Arabica,The Coffee Source Inc.,Guatemala,the coffee source inc.,1450,oriente,Finca Quequesquez,250,1,Specialty Coffee Association,2012,August,2012,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,83.67,0.11,0,0,Green,1,August,2013,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,AGROPECUARIA QUIAGRAL,250,1,Asociacion Nacional Del Café,2012,July,2012,Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,83.67,0.11,0,0,Green,13,July,2013,Asociacion Nacional Del Café
Arabica,JUAN LUIS ORTEGA CARBALLO,Mexico,,1100,xicotepec de juarez,JUAN LUIS ORTEGA CARBALLO,48,1,AMECAFE,2012,July,2012,Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,83.67,0.12,4,0,Green,11,July,2013,AMECAFE
Arabica,EKAI International Company Ltd.,Indonesia,scai,1400,east java,PT. Perkebunan Nusantara XII,10,60,Specialty Coffee Association of Indonesia,2012,May,2012,Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,83.67,0.12,0,0,Green,0,May,2013,Specialty Coffee Association of Indonesia
Arabica,Juan Luis Alvarado Romero,Guatemala,"siembras vision, s.a.",1524,"sacatepequez, guatemala","SIEMBRAS VISION, S.A",250,69,Asociacion Nacional Del Café,2012,April,2012,Caturra,Washed / Wet,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,83.67,0.1,0,0,Green,0,April,2013,Asociacion Nacional Del Café
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,,,3,100,Specialty Coffee Association,,April,2011,,,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,83.67,0,0,0,,0,April,2012,Specialty Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,320,60,Brazil Specialty Coffee Association,2017,October,2017,Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,83.58,0.11,0,0,Green,5,October,2018,Brazil Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,exportcafe,1128,huehuetenango,JUAN RAMIREZ MORALES,275,69,Asociacion Nacional Del Café,2016,July,2016,Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.58,0.11,0,1,Green,0,July,2017,Asociacion Nacional Del Café
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,275,70,Almacafé,2016,April,2016,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.11,0,0,Green,4,April,2017,Almacafé
Arabica,Yunnan Coffee Exchange,China,yunnan coffee exchange,1100,yunnan,Menglian Mang Pan Professional Cooperative,3,60,Yunnan Coffee Exchange,2015,April,2016,Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.1,0,1,Green,4,April,2017,Yunnan Coffee Exchange
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,La Plata,275,70,Almacafé,2015,November,2015,Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,83.58,0.12,0,0,Green,3,November,2016,Almacafé
Arabica,ANDREAS KUSSMAUL,Mexico,exportadora café california,1200,"chiapas, jaltenango",Exportadora Café California,275,2,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,May,2015,Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,83.58,0.12,1,0,Green,13,May,2016,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.
Arabica,EssenceCoffee,Ethiopia,essence coffee,1850,yirgacheffe,LevelUp,250,60,Blossom Valley International,2014,March,2015,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,83.58,0,0,0,,7,March,2016,Blossom Valley International
Arabica,Bulamburi coffee farmers association,Uganda,bulamburi coffee farmers association,1800,eastern,Bulamburi coffee farmers association,100,60,Uganda Coffee Development Authority,2013,June,2014,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,83.58,0.12,0,0,Green,5,June,2015,Uganda Coffee Development Authority
Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1600,cundinamarca,,250,70,Almacafé,2014,June,2014,Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,83.58,0,0,0,Green,0,June,2015,Almacafé
Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,santander,,250,70,Almacafé,2014,March,2014,Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,83.58,0.12,0,0,Green,1,March,2015,Almacafé
Arabica,Compañia Colombiana Agroindustrial S.A,Colombia,ecom cca sa,1550,santander,,250,70,Almacafé,2014,March,2014,Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,83.58,0,0,0,,0,March,2015,Almacafé
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,1000,taichung xinshe 台中市新社區,Gu zhi min 古智閔,10,30,Blossom Valley International,2013,December,2013,Typica,Other,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,83.58,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,Racafe & Cia S.C.A,Colombia,c.i.racafe & cia s.c.a,1775,huila,LA PLATA,275,70,Almacafé,2012,August,2012,Caturra,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,83.58,0.11,0,0,Green,3,August,2013,Almacafé
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1000,xalapa,JULIAN ALBERTO URRUTIA MOYA,250,1,AMECAFE,2012,June,2012,Typica,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,83.58,0.12,0,0,,2,June,2013,AMECAFE
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,651,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70,Almacafé,2012,April,2012,Caturra,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,83.58,0.11,0,0,Green,4,April,2013,Almacafé
Arabica,NUCOFFEE,Brazil,nucoffee,1100,south of minas,Alvaro Resende Aguiar,33,60,NUCOFFEE,2012,January,2012,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,83.58,0.12,0,0,Blue-Green,2,January,2013,NUCOFFEE
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50,70,Almacafé,2016,February,2017,Caturra,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,83.5,0,0,0,Bluish-Green,5,February,2018,Almacafé
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,,,黑咖啡道王憲備0912326001,1,10,Blossom Valley International,2016,February,2017,,,7.58,7.58,7.17,7.17,7,7,10,10,10,10,83.5,0.11,0,0,Blue-Green,0,February,2018,Blossom Valley International
Arabica,"CECA, S.A.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,245,69,Specialty Coffee Association of Costa Rica,2015,June,2016,Caturra,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,83.5,0,0,0,Blue-Green,0,June,2017,Specialty Coffee Association of Costa Rica
Arabica,CARCAFE LTDA CI,Colombia,carcafe ltda,1000,pitalito,Mecias Urbano / Yaniver Alvarez,250,70,Almacafé,2016,April,2016,Caturra,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,83.5,0,0,0,Green,0,April,2017,Almacafé
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,oriente,MARGARITA AVILA DE NUYENS,250,69,Asociacion Nacional Del Café,2016,March,2016,Bourbon,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,83.5,0.1,0,2,Bluish-Green,5,March,2017,Asociacion Nacional Del Café
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,1775,huila,La Plata,180,70,Almacafé,2015,November,2015,Caturra,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,83.5,0.12,0,0,Green,4,November,2016,Almacafé
Arabica,Damari Absalome,"Tanzania, United Republic Of",tawoca,1400,nkure- meru,Mr & Mrs Damari Absalome,5,60,Africa Fine Coffee Association,2015,November,2015,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,83.5,0.13,0,0,Green,21,November,2016,Africa Fine Coffee Association
Arabica,Aulia Arif Syahri,Indonesia,pt. olam indonesia,1500,bener meriah,Yusrin,200,30,Specialty Coffee Association,2015,September,2015,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,83.5,0.13,0,0,Bluish-Green,8,September,2016,Specialty Coffee Association
